not still beautiful,[0, 0, 0, 0, 1]
abba,[0, 0, 0, 0, 1]
not new go,[0, 0, 1, 0, 0]
went,[0, 1, 1, 0, 12]
return,[4, 2, 0, 0, 1]
portioned,[0, 0, 0, 1, 0]
delightfully,[0, 0, 0, 0, 1]
bakery-yummilicious,[0, 0, 0, 0, 1]
not so good,[4, 7, 2, 4, 1]
agrees,[0, 0, 0, 0, 1]
chicken,[0, 0, 0, 0, 1]
not really shatter,[0, 1, 0, 0, 0]
given,[1, 1, 1, 0, 2]
neuropathy,[0, 0, 0, 1, 0]
not have much,[0, 0, 0, 1, 0]
peaceful,[0, 0, 0, 0, 1]
balls,[0, 1, 1, 0, 0]
misses,[0, 1, 0, 0, 0]
warming,[0, 0, 1, 0, 1]
not certain have,[0, 0, 0, 1, 0]
slide,[0, 0, 0, 1, 0]
defogging,[0, 1, 0, 0, 0]
not exaggerating,[0, 0, 0, 0, 1]
mineral-based,[0, 0, 0, 1, 0]
morale,[0, 0, 0, 1, 0]
chapped,[0, 0, 0, 0, 4]
not was check,[0, 3, 0, 0, 0]
not use regular,[0, 0, 0, 0, 1]
stiff,[1, 4, 3, 0, 2]
not last,[7, 14, 29, 15, 0]
seem,[1, 0, 1, 6, 2]
useless,[3, 0, 0, 2, 0]
not lather good,[0, 1, 0, 0, 0]
not aromatic,[0, 0, 1, 0, 0]
ocular,[0, 0, 0, 0, 1]
awkward,[1, 1, 4, 1, 0]
not think was,[0, 0, 0, 0, 1]
not glittery,[0, 0, 0, 0, 1]
sickeningly,[1, 0, 0, 0, 0]
not shipped,[1, 0, 1, 0, 0]
reach,[0, 0, 2, 0, 1]
mattifier,[0, 0, 0, 0, 1]
not reply are,[0, 1, 0, 0, 0]
present,[0, 0, 0, 0, 1]
kit,[0, 0, 0, 0, 1]
*love,[0, 0, 0, 0, 1]
unwashed,[0, 1, 0, 0, 0]
hydrocolloid,[0, 0, 1, 0, 0]
conditioning,[0, 1, 1, 2, 4]
not bad makes,[0, 0, 1, 0, 0]
sample,[0, 0, 0, 0, 1]
heaven,[0, 0, 0, 1, 6]
pump,[0, 0, 0, 0, 1]
maximum,[0, 0, 0, 0, 1]
simplifying,[0, 0, 0, 0, 1]
stale,[0, 0, 1, 0, 0]
losing,[1, 0, 0, 2, 1]
suspicious,[1, 0, 0, 0, 0]
curly,[3, 5, 3, 24, 76]
relaxed,[0, 0, 2, 2, 13]
not have wash/style,[0, 0, 0, 0, 1]
not really good,[0, 1, 0, 0, 0]
not switching,[0, 0, 0, 0, 1]
fragrance,[0, 1, 2, 0, 1]
uneven,[5, 1, 1, 2, 4]
not mess red,[0, 0, 0, 0, 1]
reached,[0, 0, 0, 0, 2]
not smaller,[0, 1, 0, 0, 0]
practice/,[0, 0, 0, 0, 1]
washy,[0, 0, 0, 0, 1]
non-foaming,[0, 0, 0, 1, 0]
disappoited,[1, 0, 0, 0, 0]
third,[0, 0, 1, 0, 9]
felt,[2, 3, 2, 4, 9]
not maybe severe,[0, 0, 1, 0, 0]
runs,[0, 0, 0, 1, 0]
not good acne-prone,[0, 0, 0, 1, 0]
not really detangle,[0, 0, 1, 0, 0]
not say,[1, 2, 2, 1, 9]
not work works,[0, 0, 0, 1, 0]
not pure do,[0, 0, 0, 1, 0]
tried..,[0, 0, 0, 0, 1]
not broken,[0, 0, 0, 0, 1]
unique,[1, 0, 1, 4, 10]
skincare,[0, 0, 0, 1, 7]
emu,[0, 0, 0, 1, 4]
medium-brown,[0, 0, 0, 1, 0]
not good oily,[1, 0, 0, 0, 0]
personal,[0, 0, 2, 4, 4]
high-grade,[0, 0, 0, 0, 1]
spf,[0, 0, 0, 1, 0]
not moisturize.. love,[0, 0, 0, 1, 0]
isappointed,[0, 1, 0, 0, 0]
highlight,[0, 0, 0, 0, 2]
not first 've,[0, 0, 0, 0, 1]
'll,[0, 0, 0, 0, 1]
filling,[0, 1, 0, 0, 0]
not big,[0, 1, 3, 0, 1]
tastes,[0, 0, 1, 0, 0]
day/night,[0, 0, 1, 0, 0]
thermal,[0, 0, 0, 1, 2]
hairspray,[0, 0, 0, 0, 1]
nice,[7, 17, 60, 315, 481]
not such good,[0, 1, 0, 0, 0]
happening,[2, 0, 0, 0, 0]
superb,[0, 0, 0, 1, 3]
precise,[0, 1, 0, 1, 2]
overpowering,[3, 7, 5, 0, 0]
damp,[0, 0, 0, 1, 1]
repeat,[0, 0, 0, 1, 1]
not shoulder-length long,[0, 1, 0, 0, 0]
researched,[0, 0, 0, 1, 0]
not sure read,[0, 0, 0, 1, 0]
not absolute favorite,[0, 0, 0, 1, 0]
repairing,[0, 0, 0, 0, 2]
extend,[0, 0, 0, 1, 2]
b-e-a-utiful,[0, 0, 0, 0, 1]
not supposed,[0, 0, 1, 0, 0]
renewing,[0, 0, 0, 1, 0]
not as nice,[0, 0, 0, 2, 0]
multifunctional,[0, 0, 0, 0, 1]
soap,[0, 0, 0, 1, 1]
ends,[0, 0, 0, 1, 3]
pass,[1, 0, 0, 0, 0]
device-,[0, 0, 0, 1, 0]
not look,[1, 3, 4, 1, 1]
multi-faceted,[0, 0, 0, 0, 1]
shiny-face,[0, 0, 1, 0, 0]
not entirely effective,[0, 0, 1, 0, 0]
airbrushed,[0, 0, 0, 0, 2]
messed,[1, 0, 0, 0, 0]
guardian,[0, 0, 0, 0, 2]
jumped,[0, 0, 0, 1, 0]
not know is,[3, 1, 0, 1, 1]
not find helpful,[0, 1, 0, 0, 0]
leaves,[11, 12, 14, 23, 45]
blue,[1, 0, 2, 3, 9]
snooki,[0, 0, 0, 0, 1]
workout,[0, 0, 0, 0, 1]
not perfect does,[0, 0, 1, 0, 0]
rinse,[0, 0, 2, 0, 1]
international,[0, 0, 0, 0, 1]
not sure are,[0, 0, 1, 0, 1]
actual,[0, 1, 0, 3, 3]
least-favorite,[0, 0, 1, 0, 0]
logistical,[0, 0, 0, 1, 0]
wing,[0, 0, 0, 0, 1]
not rave enough,[0, 0, 0, 0, 1]
dying,[1, 0, 0, 0, 1]
not instant,[0, 0, 0, 1, 2]
dreamy,[0, 0, 0, 1, 0]
not so gentle,[1, 0, 0, 0, 0]
stink-o,[1, 0, 0, 0, 0]
explosive,[1, 0, 0, 0, 0]
precious,[0, 0, 0, 0, 4]
not see claim,[1, 0, 0, 0, 0]
not mind getting,[1, 0, 0, 0, 0]
not used,[7, 1, 3, 4, 2]
ibd,[0, 0, 0, 0, 1]
combo,[0, 0, 2, 0, 3]
lumpy,[0, 0, 0, 0, 1]
change,[1, 1, 3, 4, 6]
noxious,[1, 1, 0, 0, 0]
not needles,[1, 0, 0, 0, 0]
not diminish fine,[0, 0, 1, 0, 0]
.this,[0, 1, 0, 0, 0]
not super makes,[0, 0, 0, 0, 1]
not expected,[16, 20, 34, 7, 5]
stunningly,[0, 0, 0, 0, 1]
varies,[0, 0, 0, 0, 1]
cherri-licious,[0, 0, 0, 1, 0]
not have big,[0, 0, 1, 0, 0]
not use everyday,[0, 0, 0, 0, 1]
agreeing,[0, 0, 0, 0, 1]
necessarily,[0, 1, 2, 2, 0]
not try definitely,[0, 0, 0, 0, 1]
not tested,[0, 0, 0, 0, 1]
hadle,[0, 0, 1, 0, 0]
not believe work,[0, 0, 0, 0, 1]
discribed,[0, 0, 0, 0, 1]
excessive,[0, 1, 0, 0, 1]
not greasy moisturizes,[0, 0, 0, 0, 1]
skin,[11, 8, 8, 43, 127]
gifted,[1, 0, 0, 0, 0]
aging,[0, 0, 1, 5, 26]
not leak,[0, 0, 0, 0, 1]
overblown,[0, 1, 0, 0, 0]
not much say,[0, 0, 2, 0, 0]
premium,[0, 0, 1, 0, 2]
not know good,[0, 0, 0, 1, 0]
not buy glad,[0, 0, 0, 0, 1]
quick,[0, 2, 6, 18, 22]
not tell,[0, 4, 1, 1, 1]
appeared,[0, 0, 0, 1, 1]
not know did,[0, 0, 0, 0, 1]
not enough black,[0, 0, 1, 0, 0]
non-,[0, 0, 0, 0, 1]
not non-allergenic,[0, 0, 1, 0, 0]
not aligned,[0, 1, 0, 0, 0]
eco,[0, 0, 0, 0, 1]
over-sold,[0, 0, 1, 0, 0]
testing,[0, 0, 1, 2, 1]
optimum,[0, 0, 0, 0, 3]
not so great,[6, 13, 17, 3, 1]
not sure first,[0, 0, 0, 0, 1]
orange-y,[0, 1, 0, 0, 0]
not impressed,[18, 44, 25, 1, 0]
not over do,[0, 0, 0, 0, 1]
not seems work,[0, 0, 1, 0, 0]
not worth,[4, 5, 1, 0, 0]
..wait,[0, 0, 1, 0, 0]
extreme,[0, 0, 1, 0, 8]
humankind,[0, 0, 0, 1, 0]
wishful,[1, 0, 0, 0, 0]
not magical overnight,[0, 0, 0, 1, 0]
ahhmazing,[0, 0, 0, 0, 1]
eyebrows,[0, 0, 0, 1, 1]
unadulterated,[0, 0, 1, 0, 0]
got,[11, 5, 8, 14, 49]
suntan,[0, 1, 0, 0, 0]
not i,[2, 1, 1, 0, 0]
untangle,[0, 0, 0, 0, 1]
blemish,[0, 0, 0, 0, 5]
doggy,[0, 0, 0, 1, 0]
better-,[0, 1, 0, 0, 0]
toxic,[4, 2, 0, 0, 0]
hardly,[0, 3, 1, 0, 0]
insta-good,[0, 0, 0, 1, 0]
not match,[2, 1, 1, 1, 0]
whole,[2, 1, 0, 2, 25]
not having,[1, 0, 1, 0, 0]
date,[0, 0, 0, 0, 3]
not believe was,[0, 0, 0, 0, 1]
deceptive,[1, 0, 2, 1, 0]
tracking,[0, 0, 0, 0, 1]
not mix,[0, 0, 0, 1, 0]
stainless,[0, 0, 0, 0, 1]
limit,[0, 0, 0, 0, 1]
separates,[1, 1, 1, 0, 0]
not treated,[0, 1, 1, 0, 0]
not original,[4, 1, 0, 1, 0]
achieve,[1, 0, 1, 2, 3]
delivered,[2, 0, 1, 0, 3]
night,[0, 0, 0, 1, 1]
not enough is,[0, 1, 0, 0, 0]
compares,[0, 0, 0, 1, 2]
sebamed,[0, 0, 0, 0, 1]
insanely,[0, 0, 0, 0, 3]
not like first,[0, 0, 0, 1, 0]
not really feel,[0, 0, 0, 1, 0]
carrots,[0, 0, 0, 0, 1]
workes,[0, 0, 0, 1, 0]
not completely 's,[0, 0, 1, 0, 0]
began,[0, 0, 0, 2, 0]
not take quick,[0, 0, 0, 0, 1]
not beautiful,[0, 0, 0, 0, 1]
not leave,[0, 0, 0, 3, 11]
digestive,[0, 0, 0, 1, 1]
coastal,[0, 0, 1, 1, 5]
salon-fresh,[0, 0, 0, 0, 1]
solid,[0, 0, 1, 9, 10]
knows,[1, 0, 2, 0, 3]
becomes,[0, 1, 0, 1, 2]
woke,[0, 0, 1, 0, 1]
not do wonderful,[0, 0, 0, 0, 1]
darker,[0, 0, 0, 2, 1]
loved,[8, 6, 11, 16, 71]
forgot,[0, 0, 0, 0, 2]
red-faced,[0, 1, 0, 0, 0]
not come thermal,[0, 0, 0, 1, 0]
congested,[0, 0, 0, 0, 1]
not very exfoliating,[0, 0, 1, 0, 0]
flaky,[0, 0, 2, 0, 8]
not promised,[0, 1, 0, 0, 0]
smudging,[0, 0, 0, 0, 1]
separated,[1, 1, 0, 0, 0]
not glue,[1, 0, 0, 0, 0]
not impressed poor,[1, 0, 0, 0, 0]
not noticed much,[0, 0, 2, 1, 0]
temporarily,[0, 0, 0, 1, 1]
wavy/curly,[0, 0, 0, 0, 1]
temporary,[1, 0, 5, 6, 0]
laugh,[0, 0, 0, 0, 1]
redken,[1, 0, 0, 0, 2]
bumpy,[0, 0, 0, 0, 1]
scrubs,[0, 0, 0, 0, 2]
visible,[4, 3, 4, 4, 9]
12-pc,[0, 0, 0, 0, 1]
ragged,[0, 0, 0, 1, 0]
test,[0, 0, 1, 1, 0]
not migrating,[0, 1, 0, 0, 0]
not most optimal,[0, 0, 1, 0, 0]
lint,[0, 0, 0, 1, 0]
fifteen,[0, 0, 0, 0, 2]
sure,[5, 4, 13, 13, 16]
slept,[0, 0, 0, 0, 1]
hawaiian,[0, 0, 0, 2, 1]
kill,[0, 1, 0, 0, 1]
not average,[0, 0, 1, 0, 0]
brings,[0, 0, 0, 0, 2]
not see did,[0, 0, 0, 1, 0]
not care,[3, 6, 5, 4, 3]
cetaphil,[0, 0, 0, 0, 2]
feels,[0, 1, 7, 12, 21]
pressed,[0, 2, 1, 1, 8]
/b,[0, 0, 0, 0, 1]
using,[15, 9, 12, 36, 102]
serum,[1, 0, 0, 0, 2]
not prevent,[0, 0, 0, 1, 0]
define,[0, 0, 0, 1, 0]
capable,[0, 0, 0, 1, 0]
address,[0, 0, 0, 1, 0]
sloooowly,[0, 0, 1, 0, 0]
not work me-skin,[1, 0, 0, 0, 0]
yellow,[2, 2, 0, 5, 4]
middle,[0, 0, 0, 0, 1]
ready,[0, 0, 0, 2, 3]
tangled,[1, 1, 1, 1, 5]
invest,[1, 0, 0, 0, 0]
shave,[0, 0, 0, 0, 8]
wave,[1, 0, 0, 0, 2]
narrow,[0, 0, 1, 0, 0]
fix,[1, 0, 0, 0, 1]
not get caught,[0, 0, 1, 0, 0]
oily/combo,[0, 0, 0, 0, 1]
paying,[1, 0, 0, 0, 1]
rat,[1, 0, 0, 0, 0]
plant,[0, 0, 0, 0, 1]
anti-wrinkle,[0, 0, 0, 1, 0]
daytime,[0, 0, 0, 2, 4]
lingers,[0, 0, 0, 1, 0]
sparkly,[0, 1, 2, 4, 6]
second,[4, 2, 1, 10, 36]
lets,[1, 1, 0, 0, 2]
inadvertently,[0, 0, 0, 1, 0]
truly,[2, 1, 2, 9, 48]
peel,[2, 0, 0, 1, 0]
distinctly,[0, 0, 0, 1, 0]
not okay,[0, 0, 0, 1, 0]
troublesome,[0, 0, 0, 0, 1]
not drag,[0, 0, 0, 0, 1]
compare,[0, 0, 0, 0, 2]
-bad,[0, 1, 0, 0, 0]
not really live,[0, 1, 1, 0, 0]
definitely,[1, 8, 9, 26, 58]
hip,[0, 0, 0, 0, 1]
possible,[1, 0, 2, 1, 3]
not cause break,[0, 0, 0, 0, 1]
re-review,[0, 0, 1, 0, 0]
not like feels,[0, 1, 0, 0, 0]
not get abdominal,[0, 0, 0, 0, 1]
soooo,[0, 1, 0, 0, 2]
yr.,[0, 0, 0, 0, 1]
not easy,[0, 0, 3, 2, 0]
not regret,[0, 0, 0, 1, 4]
not mean bad,[0, 0, 0, 0, 1]
bumped,[0, 0, 0, 0, 1]
harm,[1, 0, 0, 0, 0]
not work tanning,[1, 0, 0, 0, 0]
earthy,[0, 0, 0, 1, 0]
favorite,[1, 4, 1, 24, 335]
not follow,[0, 0, 0, 0, 1]
squeal,[0, 0, 0, 0, 1]
dry/damaged/color-treated,[0, 0, 0, 0, 1]
aggressive,[0, 0, 0, 1, 0]
not like touch,[1, 0, 0, 0, 0]
occupies,[0, 0, 0, 0, 1]
waste,[4, 0, 1, 0, 0]
miracle,[0, 0, 0, 0, 2]
double-lash,[0, 0, 0, 1, 0]
not so magical,[0, 1, 0, 0, 0]
applied,[1, 1, 1, 2, 2]
shipped,[1, 2, 0, 0, 7]
not shower,[0, 0, 0, 0, 1]
resulted,[0, 0, 0, 0, 1]
away,[9, 2, 10, 5, 32]
not set,[1, 0, 1, 0, 0]
white,[14, 10, 9, 13, 28]
not surprised agree,[0, 0, 0, 0, 1]
not fair,[1, 1, 1, 1, 0]
reformulated,[1, 0, 1, 0, 0]
unbreakable,[0, 0, 0, 0, 1]
strightening,[0, 0, 0, 0, 1]
dual,[0, 0, 1, 0, 4]
not fray shed,[0, 0, 0, 0, 1]
not curling good,[0, 0, 1, 0, 0]
heavely,[0, 0, 0, 0, 1]
not live,[4, 8, 4, 2, 46]
not stripping,[0, 0, 0, 0, 2]
buys,[0, 0, 0, 0, 1]
stubborn/thin,[0, 0, 0, 0, 1]
use..,[0, 0, 0, 0, 1]
subtle,[0, 2, 6, 11, 14]
not bigger,[0, 0, 0, 0, 1]
not just old,[0, 0, 0, 0, 1]
orange-glo,[0, 1, 0, 0, 0]
rattiness,[0, 0, 0, 1, 0]
beutiful,[0, 0, 0, 0, 1]
simple,[0, 3, 3, 5, 27]
not mess,[0, 0, 0, 0, 1]
not base,[0, 0, 0, 0, 1]
follow,[0, 0, 0, 4, 7]
pungent,[0, 0, 2, 0, 0]
keeper,[0, 0, 0, 0, 1]
know,[3, 2, 5, 14, 34]
not strip,[0, 0, 0, 0, 2]
feminine,[0, 0, 0, 2, 10]
not pinch,[0, 0, 0, 0, 1]
satisified,[0, 0, 0, 0, 1]
not have long,[0, 0, 0, 1, 0]
sunblock/,[0, 0, 1, 0, 0]
not love strong,[0, 0, 0, 1, 0]
acts,[0, 2, 0, 0, 1]
hot,[5, 6, 3, 16, 32]
included,[0, 0, 0, 2, 5]
not bad get,[0, 1, 0, 0, 0]
snug,[1, 0, 0, 0, 0]
oriental,[0, 0, 0, 1, 0]
not found,[0, 0, 0, 0, 1]
time,[0, 0, 2, 0, 1]
going,[1, 3, 4, 12, 33]
reduces,[0, 0, 0, 1, 5]
perspective,[0, 1, 0, 0, 0]
not harsh,[0, 0, 0, 2, 0]
flowerful,[0, 0, 0, 0, 1]
alive,[0, 0, 2, 0, 1]
faded,[0, 0, 2, 1, 3]
fragrance-free,[0, 1, 0, 0, 0]
ives,[1, 1, 0, 1, 2]
not high,[2, 1, 1, 1, 0]
latest,[0, 0, 0, 0, 1]
not green,[0, 1, 0, 0, 0]
contributed,[0, 0, 0, 0, 1]
pro-x,[0, 0, 1, 0, 0]
toppix,[0, 0, 0, 0, 1]
tree,[0, 0, 0, 1, 4]
reading,[0, 0, 0, 0, 4]
collagen,[0, 0, 0, 0, 1]
not unisex try,[0, 1, 0, 0, 0]
perfectly,[0, 1, 3, 9, 36]
angel,[0, 0, 0, 0, 1]
cnd,[0, 0, 0, 0, 1]
invisible,[3, 2, 0, 2, 2]
steriod,[0, 0, 0, 0, 1]
aware,[1, 0, 4, 2, 2]
blinging,[0, 0, 0, 0, 1]
not stamp,[0, 0, 1, 0, 0]
closely,[0, 0, 1, 0, 0]
not be first,[0, 0, 1, 0, 0]
not be scared,[0, 0, 0, 0, 1]
closer,[1, 0, 1, 1, 0]
noticible,[0, 0, 0, 1, 0]
not lined aging,[0, 0, 1, 0, 0]
worked,[11, 10, 28, 33, 103]
decide,[1, 0, 2, 0, 0]
retinol,[0, 0, 1, 0, 2]
not know come,[0, 0, 0, 1, 0]
jar,[0, 0, 1, 0, 0]
moisture-rich,[0, 0, 0, 0, 1]
didnt,[5, 3, 2, 1, 3]
flimsy,[2, 0, 1, 1, 0]
not leave residue,[0, 0, 0, 1, 1]
non-bronzer,[0, 0, 0, 0, 1]
not treat,[0, 0, 1, 0, 0]
pays,[0, 0, 0, 1, 1]
pops,[0, 0, 0, 1, 1]
interested,[0, 0, 0, 0, 1]
not look feel,[0, 1, 0, 0, 0]
budget-friendly,[0, 0, 0, 0, 2]
night-time,[0, 0, 0, 0, 2]
irresistible,[0, 0, 0, 0, 1]
lusicious,[0, 0, 0, 1, 0]
mother-in-law,[0, 0, 0, 0, 1]
not smell great,[0, 0, 1, 0, 0]
eve,[0, 0, 0, 0, 1]
panasonic,[0, 0, 0, 0, 1]
counting,[0, 0, 0, 0, 1]
recycled,[0, 0, 0, 1, 0]
picked,[0, 0, 0, 0, 2]
figured,[1, 0, 1, 0, 1]
offend,[1, 0, 0, 0, 0]
not do dark,[1, 0, 0, 0, 0]
not helping,[0, 1, 0, 0, 0]
uploaded,[1, 0, 0, 0, 0]
smoothed,[0, 0, 0, 0, 1]
not overpowering,[0, 0, 0, 0, 2]
excellant,[0, 0, 0, 0, 2]
ths,[0, 0, 0, 0, 1]
invigorating,[0, 0, 0, 2, 4]
dairy,[0, 0, 1, 0, 0]
imagining,[0, 0, 0, 0, 1]
not see special,[0, 0, 1, 0, 0]
not top,[0, 1, 1, 1, 0]
used..,[1, 0, 1, 0, 1]
not peach,[0, 0, 1, 0, 0]
invogorated,[0, 0, 0, 0, 1]
not facial,[0, 1, 0, 0, 0]
commercial,[0, 0, 0, 0, 1]
humongous,[0, 0, 0, 1, 0]
gain,[0, 0, 0, 0, 1]
not does makes,[0, 0, 0, 1, 0]
obtained,[1, 0, 0, 0, 0]
dressy,[0, 0, 0, 0, 1]
younger,[0, 1, 0, 4, 27]
not pinch crimp,[0, 0, 0, 0, 1]
goo,[1, 0, 0, 0, 0]
comparing,[1, 0, 2, 4, 4]
including,[0, 0, 0, 0, 4]
worried,[0, 0, 1, 1, 2]
enigmatic,[0, 0, 0, 1, 0]
sodium,[1, 0, 0, 0, 0]
straight,[3, 1, 3, 4, 23]
unbuffered,[0, 0, 0, 0, 3]
leaks,[0, 1, 0, 0, 0]
not greasy does,[0, 0, 0, 0, 1]
not pick,[0, 0, 0, 0, 2]
not much,[4, 3, 20, 5, 4]
bloating,[0, 0, 1, 0, 0]
not unscented,[0, 1, 0, 0, 1]
died,[4, 0, 1, 1, 0]
not explain .love,[0, 0, 0, 0, 1]
spritzing,[1, 0, 0, 0, 0]
not just pen,[0, 0, 0, 0, 1]
slap,[0, 0, 0, 0, 1]
not want shampoo,[0, 0, 0, 0, 1]
